unit,group_name_partner,date_and_time,borough,locationtype,location,event_name,event_type,category,attendance,audience,source,classification
Public Programs,,2019-09-21T19:30:00.000,Staten Island,Park,Clove Lakes Park,Secret Life of Pets 2 (2019),Community Based Event,Mobile Unit,55.0,General Public,Sharepoint,M.U.T.S
Public Programs,CM Joseph Borelli,2019-09-20T19:30:00.000,Staten Island,Park,Lemon Creek Park,Aladdin (2019),Community Based Event,Mobile Unit,175.0,General Public,Sharepoint,M.U.T.S
Recreation,"Council Member Kallos, Send in the Clowns, Agostino face paint",2018-05-11T20:25:00.000,Manhattan,Park,Carl Schurz Park,Movies Under the Stars: Ferdinand,Community Based Event,Mobile Unit,400.0,General Public,Sharepoint,Movies
Recreation,,2018-06-28T20:00:00.000,Brooklyn,Park,Pena Herrera Park,Movies Under the Stars : Power Rangers,Community Based Event,Mobile Unit,36.0,General Public,Sharepoint,Movies
Public Programs,,2019-09-28T19:00:00.000,Staten Island,Park,Willowbrook Park,Dark Phoenix (2019),Community Based Event,Mobile Unit,60.0,General Public,Sharepoint,M.U.T.S
Public Programs,CM Joseph Borelli,2019-09-27T19:30:00.000,Staten Island,Park,Conference House Park,Mary Poppins Returns (2018),Community Based Event,Mobile Unit,100.0,General Public,Sharepoint,M.U.T.S
Public Programs,Friends of Mariners Harbor,2019-09-29T19:00:00.000,Staten Island,Park,The Big Park,Shazam! (209),Community Based Event,Mobile Unit,75.0,General Public,Sharepoint,M.U.T.S
Recreation,Brooklyn Play Mobile,2019-09-29T12:30:00.000,Brooklyn,Park,Commodore Barry Park,Community Friends Day,Community Based Event,Mobile Unit,38.0,General Public,Sharepoint,Play
Recreation,NYC Parks,2019-09-28T10:00:00.000,Manhattan,Park,W. 151st Street 7th Avenue - Frederick Johnson Park,,Agency Produced Event,Mobile Unit,28.0,Tot;#Children,Sharepoint,Play
Recreation,CM,2019-09-28T19:00:00.000,Queens,Park,Detective Keith L Williams Park,The Secret Life of Pets 2,Community Based Event,Mobile Unit,50.0,General Public,Sharepoint,M.U.T.S
Recreation,,2018-07-05T20:00:00.000,Brooklyn,Park,John Paul Jones Park,Movies Under the Stars : Rocky,Community Based Event,Mobile Unit,150.0,General Public,Sharepoint,Movies
Urban Park Rangers,Council Woman Deborah Rose,2019-10-05T11:00:00.000,Staten Island,Park,Tappen Park,Community Fair,Community Based Event,Family Festival,200.0,Children;#Young Adult;#Teens;#Adults;#Seniors;#General Public,Sharepoint,
Urban Park Rangers,Urban Park Rangers and Ametuer Astronomers Association,2019-09-07T19:00:00.000,Manhattan,Park,Central Park,Star Fest,Community Based Event,Nature,350.0,Young Adult;#Children;#Adults;#Teens;#General Public;#Seniors,Sharepoint,
Recreation,,2019-10-05T18:50:00.000,Brooklyn,Park,Leif Ericson Park,Shocktoberfest: The Mortal Instruments: City of Bones (2013),Community Based Event,Mobile Unit,43.0,General Public,Sharepoint,M.U.T.S
Recreation,Councilman BRANNAN,2019-10-04T18:50:00.000,Brooklyn,Park,Owl's Head Park,Jurassic World: Fallen Kingdom (2018),Community Based Event,Mobile Unit,11.0,General Public,Sharepoint,M.U.T.S
Urban Park Rangers,,2019-10-05T11:00:00.000,Bronx,Park,St. James Park,Bronx Fit Fest,Agency Produced Event,Fitness,153.0,General Public,Sharepoint,Fitness
Recreation,,2019-10-05T19:00:00.000,Bronx,Park,Concrete Plant Park,Decade of Fire,Community Based Event,Mobile Unit,105.0,General Public,Sharepoint,M.U.T.S
Urban Park Rangers,Riverworks,2019-10-06T10:00:00.000,Staten Island,Park,Buono Beach,Seashore Ecology Hike,Community Based Event,Nature,32.0,Young Adult,Sharepoint,
Recreation,NYC Parks,2019-10-02T10:00:00.000,Manhattan,Park,Tompkins Square Park,Activities for the Kids,Agency Produced Event,Mobile Unit,47.0,Tot;#Children,Sharepoint,Play
Recreation,,2018-07-09T00:00:00.000,Brooklyn,Park,Kaiser Park,Movies Under the Stars : Despicable Me 3,Community Based Event,Mobile Unit,120.0,General Public,Sharepoint,Movies
Recreation,NYC Parks,2019-10-01T10:00:00.000,Manhattan,Park,Jackie Robinson,Activities for the Kids,Agency Produced Event,Mobile Unit,15.0,Tot;#Children,Sharepoint,Play
Recreation,,2019-09-27T19:00:00.000,Manhattan,Park,Marcus Garvey Park,Movies Under the Stars: Claudine,Community Based Event,Mobile Unit,85.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-09-26T19:00:00.000,Manhattan,Park,Inwood Hill Park,Movies Under the Stars: My Little Pony the Movie,Community Based Event,Mobile Unit,10.0,General Public,Sharepoint,M.U.T.S
Recreation,NYC Parks,2019-10-05T10:00:00.000,Manhattan,Park,Highbridge Park,Summer on the Hudson Little Red Light Festival,Agency Produced Event,Mobile Unit,100.0,General Public,Sharepoint,Play
Recreation,,2019-09-25T19:00:00.000,Manhattan,Park,Washington Market Park,Movies Under the Stars: Robin Hood,Community Based Event,Mobile Unit,139.0,General Public,Sharepoint,M.U.T.S
Urban Park Rangers,CM Eric Ulrich,2019-10-12T12:00:00.000,Queens,Park,Forest Park,Forest Park Fall Festival,Agency Produced Event,Family Festival,350.0,General Public,Sharepoint,
Urban Park Rangers,Department of Education,2019-10-10T14:30:00.000,Staten Island,Park,Willowbrook Park,Environmental studies showcase,Agency Produced Event,Academic/Out of School time,33.0,Teens,Sharepoint,Lecture/Panel/Talk
Recreation,NYC Parks,2019-10-13T12:00:00.000,Queens,Park,Bayswater Park,Bayswater Fall Festival,Community Based Event,Mobile Unit,350.0,General Public,Sharepoint,Play
Recreation,Brooklyn Play Mobile,2019-10-05T13:00:00.000,Brooklyn,Park,Cadman Plaza Park,Love Walk,Community Based Event,Mobile Unit,82.0,General Public,Sharepoint,Play
Recreation,,2019-10-12T18:30:00.000,Brooklyn,Park,Commodore Barry Park,Shocktoberfest: Goosebumps 2: Haunted Halloween (2018),Community Based Event,Mobile Unit,24.0,General Public,Sharepoint,M.U.T.S
Recreation,NYC Parks,2019-10-12T12:00:00.000,Queens,Park,Forest Park,Forest Park Fall Festival,Community Based Event,Mobile Unit,550.0,General Public,Sharepoint,Play
Recreation,,2018-07-03T20:30:00.000,Queens,Park,Juniper Valley Park,Movies Under The Stars,Community Based Event,Mobile Unit,248.0,General Public,Sharepoint,Movies
Recreation,,2019-10-12T12:00:00.000,Bronx,Park,Poe Park Visitor Center,Tomb of Ligeia,Community Based Event,Mobile Unit,45.0,Young Adult;#Adults;#Teens;#Adaptive;#Seniors,Sharepoint,M.U.T.S
Urban Park Rangers,Snug Harbor,2019-10-17T09:00:00.000,Staten Island,Park,Snug Harbor,Green Horizons,Agency Produced Event,Nature,30.0,Young Adult;#Children;#Adults;#Teens,Sharepoint,Lecture/Panel/Talk
Urban Park Rangers,Marine Park Civic Association,2019-10-19T11:15:00.000,Brooklyn,Park,Marine Park,Marine Park 34th Halloween Fall Festival,Community Based Event,Family Festival,300.0,General Public,Sharepoint,
Recreation,NYC Parks,2019-10-18T17:00:00.000,Queens,Park,John Golden Park,Movie Drive-In,Community Based Event,Mobile Unit,21.0,General Public,Sharepoint,Play
Urban Park Rangers,"Muslim Volunteers for New York, Partnership for Parks",2019-10-19T10:00:00.000,Manhattan,Park,Ruppert Park,MV4NY Fall Environmental Stewardship Day,Community Based Event,Family Festival,180.0,General Public,Sharepoint,Play
Recreation,,2019-10-18T18:15:00.000,Brooklyn,Park,Msgr. McGolrick Park,Shocktoberfest: Pet Sematary (2019),Community Based Event,Mobile Unit,51.0,General Public,Sharepoint,M.U.T.S
Recreation,,2018-07-08T20:00:00.000,Manhattan,Park,Randall's Island Park,Movies Under the Stars : Jumanji (2017),Community Based Event,Mobile Unit,550.0,General Public,Sharepoint,Movies
Recreation,,2019-10-19T18:15:00.000,Brooklyn,Park,John Paul Jones Park,Shocktoberfest: The Visit (2015),Community Based Event,Mobile Unit,6.0,General Public,Sharepoint,M.U.T.S
Urban Park Rangers,John Bowne High School,2019-10-22T10:30:00.000,Queens,Park,Fort Totten Park,A Day in the Life of the Hudson and Harbor,Community Based Event,Nature,33.0,Teens,Sharepoint,
Recreation,,2018-07-07T20:30:00.000,Bronx,Park,St. James Park,Movies Under The Stars: Wonder,Community Based Event,Mobile Unit,194.0,General Public,Sharepoint,Movies
Urban Park Rangers,,2019-10-26T11:00:00.000,Staten Island,Park,Westerleigh Park,Wicked Westerleigh,Local Event,Family Festival,165.0,General Public,Sharepoint,
Urban Park Rangers,"NYC Parks, Friends of Fort Totten Park",2019-10-26T00:00:00.000,Queens,Park,Fort Totten Park,Fort Totten Halloween Festival,Agency Produced Event,Family Festival,583.0,General Public,Sharepoint,
Recreation,,2019-10-26T18:10:00.000,Brooklyn,Park,Bushwick Inlet Park,Beetlejuice (1988),Community Based Event,Mobile Unit,73.0,General Public,Sharepoint,M.U.T.S
Urban Park Rangers,Marcus Garvey Park Alliance,2019-10-26T11:30:00.000,Manhattan,Park,Marcus Garvey Park,Mount Morris Fire Watchtower Ribbon Cutting,Community Based Event,Arts/Culture,250.0,Children;#Young Adult;#Adults;#Teens;#General Public;#Seniors,Sharepoint,
Recreation,CM Richards,2019-10-05T12:00:00.000,Queens,Park,Brookville Park,Fall Festival,Agency Produced Event,Family Festival,400.0,Tot;#Children;#Adults;#General Public,Sharepoint,
Recreation,,2018-07-07T20:30:00.000,Queens,Park,Springfield Park,"Movies Under The Stars ""  Moana """,Community Based Event,Mobile Unit,219.0,General Public,Sharepoint,Movies
Recreation,,2019-10-25T19:00:00.000,Bronx,Park,Concrete Plant Park,Goonies,Community Based Event,Mobile Unit,45.0,General Public,Sharepoint,M.U.T.S
Recreation,NYC Parks & Recreation,2019-10-19T11:00:00.000,Queens,Park,Juniper Valley Park,Halloween Festival,Community Based Event,Family Festival,3000.0,General Public,Sharepoint,Play
Recreation,Forest Parks Administrator Portia Dyrenforth/ CM Ulrich,2019-10-12T12:00:00.000,Queens,Park,Forest Park,Fall Festival,Agency Produced Event,Family Festival,3000.0,Tot;#Children;#Adults;#General Public,Sharepoint,
Recreation,Rockaway Administrator Eric Peterson/ CM Richards,2019-10-13T12:00:00.000,Queens,Park,Bayswater Park,Fall Festival,Agency Produced Event,Family Festival,1000.0,Children;#Tot;#General Public;#Adults,Sharepoint,
Recreation,,2018-07-05T20:30:00.000,Queens,Park,Roy Wilkins,Movies Under The Stars ( Jumanji 2017),Community Based Event,Mobile Unit,123.0,General Public,Sharepoint,Movies
Recreation,NYC Parks & Recreation,2019-10-19T00:00:00.000,Queens,Park,Tudor Park,Fall Festival,Community Based Event,Family Festival,700.0,General Public,Sharepoint,Play
Urban Park Rangers,NYRP,2019-10-25T14:00:00.000,Manhattan,Park,Sherman Creek Park,Fall Festival at Sherman Shriek Park,Community Based Event,Family Festival,260.0,General Public,Sharepoint,
Urban Park Rangers,Fort Tryon Park Trust,2019-10-26T13:00:00.000,Manhattan,Park,Fort Tryon Park,Harvest Festival,Community Based Event,Family Festival,352.0,General Public,Sharepoint,
Urban Park Rangers,Historic House Trust and Riverside Park onservancy,2019-10-05T12:00:00.000,Manhattan,Park,Fort Washington Park,Little Red Light House Festival,Agency Produced Event,Nature,482.0,General Public;#Seniors;#Teens;#Adults;#Young Adult;#Tot;#Children,Sharepoint,
Urban Park Rangers,Ft. Greene Conservancy,2019-10-26T12:00:00.000,Brooklyn,Park,Fort Greene Park,Fort Greene Halloween Festival,Community Based Event,Nature,540.0,Tot;#Adults;#Children;#Teens;#Young Adult,Sharepoint,
Recreation,NYC Parks,2019-10-12T00:00:00.000,Manhattan,Park,Bellevue South Park,This is Us Park Appreciation Day,Community Based Event,Mobile Unit,46.0,General Public,Sharepoint,Play
Recreation,,2019-11-21T19:00:00.000,Manhattan,Park,John V. Lindsay East River Park,Veteran's Softball Game,Agency Produced Event,Sport,34.0,Adults;#Young Adult;#General Public;#Children,Sharepoint,Tier 2
Recreation,NYC Parks and Recreation/ Baruch College,2019-11-09T12:00:00.000,Queens,Park,Juniper Valley Park,Queens Recreation Softball Clinic,Community Based Event,Sport,16.0,Teens;#Children,Sharepoint,Tier 2
Recreation,,2018-07-11T20:00:00.000,Brooklyn,Park,Msgr. McGolrick Park,Movies Under the Stars : Sing!!,Community Based Event,Mobile Unit,175.0,General Public,Sharepoint,Movies
Recreation,NYC Parks and Recreation,2019-11-11T10:00:00.000,Queens,Park,Beach 32nd Street Football Fields,Girls Flag Football Invitational,Community Based Event,Sport,150.0,Children;#Teens,Sharepoint,Tier 1
Recreation,Councilman Espinal,2019-10-26T00:00:00.000,Brooklyn,Park,Irving Square Park,Avengers Endgame(2019),Community Based Event,Mobile Unit,256.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-10-04T00:00:00.000,Brooklyn,Park,McCarren Park,What We Do in the Shadows(2014),Community Based Event,Mobile Unit,117.0,General Public,Sharepoint,M.U.T.S
Urban Park Rangers,NYC Parks and Recreation,2019-11-23T11:15:00.000,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Park Tree Planting Hike,Community Based Event,Nature,28.0,General Public,Sharepoint,
Recreation,,2019-10-18T00:00:00.000,Brooklyn,Park,Sunset Park,The Dead Don't Die(2019),Community Based Event,Mobile Unit,23.0,General Public,Sharepoint,M.U.T.S
Recreation,Councilman Brannan,2019-10-19T00:00:00.000,Brooklyn,Park,Dyker Beach Park,Shazam(2019),Community Based Event,Mobile Unit,34.0,General Public,Sharepoint,M.U.T.S
Recreation,Councilman Espinal,2019-10-12T00:00:00.000,Brooklyn,Park,Irving Square Park,Toy Story 4(2019),Community Based Event,Mobile Unit,304.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-10-13T00:00:00.000,Brooklyn,Park,Sunset Park,The Curse of La Llorona,Community Based Event,Mobile Unit,72.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-10-11T00:00:00.000,Brooklyn,Park,Maria Hernandez Park,La Leyenda de la Llorona(2011),Community Based Event,Mobile Unit,143.0,General Public,Sharepoint,M.U.T.S
Urban Park Rangers,John Kilcullen,2019-11-29T12:00:00.000,Staten Island,Park,Jones Woods Park,"Staten Island Northshore ""Greenbelt Crescent"" Black Friday Walk",Agency Produced Event,Nature,5.0,General Public,Sharepoint,
Recreation,,2019-10-10T00:00:00.000,Brooklyn,Park,Bushwick Inlet Park,Fears of the Dark(2007),Community Based Event,Mobile Unit,5.0,General Public,Sharepoint,M.U.T.S
Urban Park Rangers,General Public,2020-07-13T11:30:00.000,Staten Island,Park,Clove Lakes Park,Photo Scavenger Hunt,Community Based Event,Nature,10.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,NYC Audubon,2019-12-15T08:00:00.000,Manhattan,Park,Central Park,Christmas Bird Count,Community Based Event,Nature,150.0,General Public,Sharepoint,
Urban Park Rangers,Greenbelt,2019-12-14T07:30:00.000,Staten Island,Park,High Rock Park,Christmas Bird Count,Community Based Event,Nature,0.0,General Public,Sharepoint,
Urban Park Rangers,Urban Park Rangers,2019-09-14T12:00:00.000,Manhattan,Park,Central Park,Raptor Fest,Agency Produced Event,Family Festival,4000.0,General Public,Sharepoint,
Recreation,,2018-07-11T11:00:00.000,Bronx,Park,Patterson Houses,,Community Based Event,Mobile Unit,2.0,Children,Sharepoint,Play
Urban Park Rangers,General Public,2020-07-14T02:45:00.000,Staten Island,Park,Von Briesen Park,Know your park!,Community Based Event,Nature,5.0,General Public,Sharepoint,Summer 2020
Recreation,,2019-11-03T00:00:00.000,Queens,Park,Fort Totten Park,Fort Totten Halloween Festival,Community Based Event,Family Festival,2500.0,Children;#Teens,Sharepoint,Play
Recreation,,2018-07-06T10:00:00.000,Bronx,Park,Van Nest Park,Van nest Playground,Community Based Event,Mobile Unit,45.0,Children;#Teens;#General Public,Sharepoint,Play
Recreation,"Imagine Nation, Historic Harlem Parks",2018-05-25T20:30:00.000,Manhattan,Park,Marcus Garvey Park,Movies Under the Stars: Lilies of the Field,Community Based Event,Mobile Unit,40.0,General Public,Sharepoint,Movies
Recreation,,2020-08-22T09:00:00.000,Manhattan,Park,Thomas Jefferson Park,Thomas Jefferson Track & Field Day,Agency Produced Event,Sport,100.0,Children;#Teens;#Seniors;#General Public,Sharepoint,Tier 2
Urban Park Rangers,Staten Island Zoo,2020-02-02T06:00:00.000,Staten Island,Park,Barrett Park,Groundhogs Day,Community Based Event,Nature,110.0,General Public,Sharepoint,
Urban Park Rangers,Alley Pond Environmental Center,2020-01-11T11:00:00.000,Queens,Park,Alley Pond Park,Alley Pond Environmental Center Ribbon Cutting Ceremony,Community Based Event,Nature,212.0,General Public,Sharepoint,
Urban Park Rangers,Parks Marketing and Special Events and Recreation,2020-02-01T11:00:00.000,Manhattan,Park,Central Park,Winter Jam,Agency Produced Event,Sport,650.0,Tot;#Children;#Young Adult;#Adults;#Teens,Sharepoint,Play
Urban Park Rangers,Greenbelt Conservancy,2020-02-16T13:00:00.000,Staten Island,Park,High Rock Park,Civilian Conservation Corps Volunteer Project,Local Event,Academic/Out of School time,18.0,Young Adult;#Adults;#Teens,Sharepoint,
Urban Park Rangers,Public,2020-02-23T11:00:00.000,Brooklyn,Park,Marine Park,Volunteer Clean Up,Local Event,Nature,7.0,General Public,Sharepoint,
Urban Park Rangers,General Public,2020-02-29T13:00:00.000,Queens,Park,Alley Pond Park,Alley Pond Winter Activities and Games,Agency Produced Event,Family Festival,800.0,Tot;#Children;#Young Adult;#Adults;#Teens;#Seniors;#General Public,Sharepoint,Play
Recreation,Carol Landes,2020-07-15T08:00:00.000,Staten Island,Playground,Jennifer's Playground,Stronger Than Ever,Open House,Fitness,11.0,Seniors,Sharepoint,Summer 2020
Recreation,Councilman Cohen,2018-07-11T20:30:00.000,Bronx,Park,Seton Park,Movies Under The Stars: Star Wars The Last Jedi,Community Based Event,Mobile Unit,25.0,General Public,Sharepoint,Movies
Urban Park Rangers,General Public,2020-07-13T12:36:00.000,Queens,Park,Queensbridge Park,Park Pals,Community Based Event,Nature,14.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-13T10:30:00.000,Manhattan,Park,Tompkins Square Park,Hawk Talk,Community Based Event,Nature,18.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-14T14:30:00.000,Brooklyn,Park,Calvert Vaux Park,Park Shoreline Exploration,Community Based Event,Nature,4.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-13T12:30:00.000,Brooklyn,Park,Canarsie Park,Canarsie Park's Artificial Tide Pool,Community Based Event,Nature,12.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-12T13:00:00.000,Brooklyn,Park,Marine Park,Wildflowers vs Mugwort,Community Based Event,Nature,6.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-14T11:15:00.000,Queens,Park,Baisley Pond Park,Birds of a Feather,Community Based Event,Nature,8.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-13T16:35:00.000,Queens,Park,Hoffman Park,"Sparrows, Squirrels, and Pigeons",Community Based Event,Nature,7.0,General Public,Sharepoint,Summer 2020
Urban Park Rangers,General Public,2020-07-14T15:30:00.000,Brooklyn,Park,Coney Island Creek Park,Dune Ecology,Community Based Event,Nature,5.0,General Public,Sharepoint,Summer 2020
