date,borough,location,event_type,category,attendance,audience,classification,time
2020-09-08,Staten Island,Stapleton Playground,Community Based Event,Arts/Culture,4.0,"Tot, Children, Teens",Summer 2020,16:00:00
2020-09-08,Queens,Elmhurst Park,Community Based Event,Nature,13.0,General Public,Summer 2020,16:00:00
2020-09-08,Bronx,Williamsbridge Oval Park,Community Based Event,Sport,8.0,Children,Summer 2020,19:30:00
2020-09-08,Bronx,St. James Recreation Center,Community Based Event,Fitness,18.0,"Young Adult, Adults, Seniors",Summer 2020,11:00:00
2020-09-08,Staten Island,Ocean Breeze Park,Open House,Family Festival,0.0,General Public,Summer 2020,18:00:00
2020-09-08,Manhattan,Randall's Island Park,Community Based Event,Nature,11.0,General Public,Summer 2020,17:20:00
2020-09-08,Bronx,St. Mary's Park,Community Based Event,Sport,2.0,Children,Summer 2020,14:00:00
2020-09-08,Bronx,Williamsbridge Oval Park,Community Based Event,Fitness,7.0,"Adults, Seniors",Summer 2020,13:00:00
2020-09-08,Queens,Hoover - Manton Playgrounds,Community Based Event,KIM,33.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-08,Queens,St. Albans Park,Community Based Event,KIM,6.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-08,Queens,Elmhurst Park,Community Based Event,Nature,17.0,General Public,Summer 2020,19:15:00
2020-09-08,Queens,Queensbridge Park,Community Based Event,KIM,29.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-08,Queens,Elmhurst Park,Community Based Event,Nature,13.0,General Public,Summer 2020,20:00:00
2020-09-08,Bronx,Mullaly Park,Agency Produced Event,Nature,0.0,General Public,Summer 2020,19:45:00
2020-09-08,Bronx,Van Cortlandt Park,Community Based Event,Nature,12.0,"Children, General Public",Summer 2020,20:20:00
2020-09-08,Manhattan,Highbridge Park,Community Based Event,KIM,5.0,"Children, Tot, Teens",Summer 2020,14:30:00
2020-09-08,Bronx,Williamsbridge Oval Park,Community Based Event,Sport,8.0,Children,Summer 2020,15:30:00
2020-09-08,Bronx,Williamsbridge Oval Park,Community Based Event,Sport,6.0,Seniors,Summer 2020,10:00:00
2020-09-08,Queens,Al Mauro Playground,Community Based Event,Nature,8.0,Tot;#Children;#Adults,Summer 2020,11:35:00
2020-09-08,Queens,Van Alst Playground,Community Based Event,Nature,10.0,Tot;#Children;#Adults,Summer 2020,10:18:00
2020-09-08,Staten Island,Stapleton Playground,Community Based Event,Fitness,3.0,Tot;#Children;#Teens,Summer 2020,11:00:00
2020-09-08,Staten Island,Stapleton Playground,Community Based Event,Fitness,5.0,Tot;#Teens;#Children,Summer 2020,15:00:00
2020-09-08,Staten Island,Stapleton Playground,Community Based Event,Arts/Culture,4.0,Tot;#Children;#Teens,Summer 2020,14:00:00
2020-09-08,Staten Island,Stapleton Playground,Community Based Event,Arts/Culture,4.0,Tot;#Children;#Teens,Summer 2020,12:00:00
2020-09-08,Bronx,St. Mary's Recreation Center,Community Based Event,Sport,3.0,Children,Summer 2020,14:00:00
2020-09-08,Manhattan,Randall's Island Park,Community Based Event,Nature,11.0,General Public,Summer 2020,13:20:00
2020-09-08,Bronx,Williamsbridge Oval Recreation Center,Community Based Event,Arts/Culture,2.0,Tot;#Children,,10:00:00
2020-09-08,Bronx,St. James Recreation Center,Community Based Event,Fitness,18.0,Young Adult;#Adults;#Seniors,Summer 2020,07:00:00
2020-09-08,Queens,Beach 17th Street,Community Based Event,Fitness,5.0,Adults;#Young Adult;#General Public,Summer 2020,11:00:00
2020-09-08,Queens,St. Albans Park,Community Based Event,KIM,6.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-08,Queens,Queensbridge Park,Community Based Event,KIM,29.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-08,Manhattan,Carmansville Park,Community Based Event,KIM,8.0,"Children, Tot, Teens",Summer 2020,14:30:00
2020-09-08,Queens,Corona Golf Playground,Community Based Event,KIM,17.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-08,Staten Island,Clove Lakes Park,Community Based Event,Nature,10.0,General Public,Summer 2020,18:45:00
2020-09-08,Queens,Hoover - Manton Playgrounds,Community Based Event,KIM,33.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-08,Manhattan,Central Park,Community Based Event,Nature,8.0,General Public,Summer 2020,12:35:00
2020-09-08,Brooklyn,Saratoga Park,Community Based Event,Nature,4.0,General Public,Summer 2020,15:00:00
2020-09-08,Queens,Beach 17th Street,Community Based Event,Fitness,5.0,"Adults, Young Adult, General Public",Summer 2020,15:00:00
2020-09-08,Queens,Al Mauro Playground,Community Based Event,Nature,8.0,"Tot, Children, Adults",Summer 2020,15:35:00
2020-09-08,Queens,Corona Golf Playground,Community Based Event,KIM,17.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-08,Staten Island,Stapleton Playground,Community Based Event,Arts/Culture,4.0,"Tot, Children, Teens",Summer 2020,18:00:00
2020-09-08,Staten Island,De Matti Park,Community Based Event,Fitness,5.0,"Tot, Children, Teens",Summer 2020,18:00:00
2020-09-08,Staten Island,De Matti Park,Community Based Event,Arts/Culture,2.0,"Tot, Children, Teens",Summer 2020,15:00:00
2020-09-08,Brooklyn,Marine Park,Community Based Event,Nature,2.0,General Public,Summer 2020,16:40:00
2020-09-08,Bronx,St. Mary's Recreation Center,Community Based Event,Sport,3.0,Children,Summer 2020,18:00:00
2020-09-08,Queens,Elmhurst Park,Community Based Event,Nature,8.0,"Children, Adults",Summer 2020,19:20:00
2020-09-08,Staten Island,Stapleton Playground,Community Based Event,Fitness,5.0,"Tot, Teens, Children",Summer 2020,19:00:00
2020-09-08,Staten Island,Stapleton Playground,Community Based Event,Fitness,3.0,"Tot, Children, Teens",Summer 2020,15:00:00
2020-09-08,Manhattan,Riverside Park,Local Event,Nature,32.0,General Public,Summer 2020,18:20:00
2020-09-08,Staten Island,Ocean Breeze Park,Open House,Family Festival,18.0,General Public,Summer 2020,12:30:00
2020-09-08,Staten Island,Clove Lakes Park,Community Based Event,Nature,15.0,General Public,Summer 2020,18:15:00
2020-09-08,Staten Island,Ocean Breeze Park,Open House,Sport,0.0,General Public,Summer 2020,16:00:00
2020-09-09,Brooklyn,Fort Greene Park,Community Based Event,Nature,5.0,General Public,Summer 2020,15:00:00
2020-09-09,Queens,Queensbridge Park,Community Based Event,Nature,2.0,General Public,Summer 2020,18:00:00
2020-09-09,Bronx,Poe Park,Community Based Event,Arts/Culture,10.0,"Tot, Children, Teens",Summer 2020,18:00:00
2020-09-09,Bronx,Poe Park,Community Based Event,Arts/Culture,4.0,"Tot, Children, Teens",Summer 2020,15:00:00
2020-09-09,Staten Island,De Matti Park,Community Based Event,Arts/Culture,3.0,Tot;#Children;#Teens,Summer 2020,14:00:00
2020-09-09,Queens,Queensbridge Park,Community Based Event,Nature,2.0,General Public,Summer 2020,14:00:00
2020-09-09,Bronx,Williamsbridge Oval Park,Community Based Event,Fitness,7.0,"Adults, Young Adult, Seniors",Summer 2020,14:00:00
2020-09-09,Manhattan,Columbus Park,Community Based Event,KIM,6.0,Children;#Tot;#Teens,Summer 2020,10:30:00
2020-09-09,Brooklyn,Spring Creek Park,Community Based Event,Nature,0.0,General Public,Summer 2020,11:00:00
2020-09-09,Queens,Hunter's Point South Park,Community Based Event,KIM,130.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-09,Staten Island,Conference House Park,Community Based Event,Nature,10.0,General Public;#Adults;#Children,Summer 2020,14:00:00
2020-09-09,Manhattan,Central Park,Community Based Event,Nature,17.0,General Public,Summer 2020,09:30:00
2020-09-09,Staten Island,De Matti Park,Community Based Event,Fitness,2.0,Tot;#Children;#Teens,Summer 2020,12:00:00
2020-09-09,Staten Island,De Matti Park,Community Based Event,Fitness,5.0,Tot;#Children;#Teens,Summer 2020,11:00:00
2020-09-09,Bronx,Poe Park,Community Based Event,Arts/Culture,4.0,Tot;#Children;#Teens,Summer 2020,11:00:00
2020-09-09,Manhattan,Thomas Jefferson Park,Community Based Event,KIM,11.0,Children;#Tot;#Teens,Summer 2020,10:30:00
2020-09-09,Staten Island,De Matti Park,Community Based Event,Fitness,5.0,"Tot, Children, Teens",Summer 2020,19:00:00
2020-09-09,Manhattan,Inwood Hill Park,Community Based Event,Nature,17.0,General Public,Summer 2020,14:40:00
2020-09-09,Manhattan,Marcus Garvey Park,Community Based Event,Nature,5.0,General Public,Summer 2020,15:00:00
2020-09-09,Bronx,St. Mary's Park,Community Based Event,Sport,1.0,Children,Summer 2020,10:00:00
2020-09-09,Brooklyn,Spring Creek Park,Community Based Event,Nature,0.0,General Public,Summer 2020,15:00:00
2020-09-09,Staten Island,De Matti Park,Community Based Event,Fitness,5.0,Tot;#Children;#Teens,Summer 2020,16:00:00
2020-09-09,Staten Island,De Matti Park,Community Based Event,Fitness,5.0,"Tot, Children, Teens",Summer 2020,20:00:00
2020-09-09,Staten Island,De Matti Park,Community Based Event,Arts/Culture,3.0,"Tot, Children, Teens",Summer 2020,18:00:00
2020-09-09,Staten Island,De Matti Park,Community Based Event,Fitness,5.0,Tot;#Children;#Teens,Summer 2020,15:00:00
2020-09-09,Manhattan,Inwood Hill Park,Community Based Event,Nature,17.0,General Public,Summer 2020,18:40:00
2020-09-09,Bronx,Poe Park,Community Based Event,Arts/Culture,10.0,Tot;#Children;#Teens,Summer 2020,14:00:00
2020-09-09,Staten Island,Conference House Park,Community Based Event,Nature,10.0,"General Public, Adults, Children",Summer 2020,18:00:00
2020-09-09,Brooklyn,Fort Greene Park,Community Based Event,Nature,5.0,General Public,Summer 2020,19:00:00
2020-09-09,Staten Island,Ocean Breeze Park,Open House,Family Festival,25.0,General Public,Summer 2020,08:30:00
2020-09-09,Staten Island,De Matti Park,Community Based Event,Fitness,5.0,"Tot, Children, Teens",Summer 2020,15:00:00
2020-09-09,Bronx,Williamsbridge Oval Park,Community Based Event,Fitness,7.0,Adults;#Young Adult;#Seniors,Summer 2020,10:00:00
2020-09-09,Staten Island,Stapleton Playground,Community Based Event,Fitness,3.0,Tot;#Children;#Teens,Summer 2020,12:00:00
2020-09-09,Bronx,St. James Recreation Center,Community Based Event,Family Festival,25.0,Tot;#Children;#Young Adult;#Adults;#Teens,Summer 2020,10:00:00
2020-09-09,Manhattan,Columbus Park,Community Based Event,KIM,6.0,"Children, Tot, Teens",Summer 2020,14:30:00
2020-09-09,Manhattan,Thomas Jefferson Park,Community Based Event,KIM,11.0,"Children, Tot, Teens",Summer 2020,14:30:00
2020-09-09,Staten Island,Stapleton Playground,Community Based Event,Fitness,3.0,"Tot, Children, Teens",Summer 2020,16:00:00
2020-09-09,Staten Island,Ocean Breeze Park,Open House,Fitness,15.0,General Public,Summer 2020,08:30:00
2020-09-09,Queens,Hoover - Manton Playgrounds,Community Based Event,KIM,40.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-09,Staten Island,Ocean Breeze Park,Open House,Fitness,12.0,General Public,Summer 2020,09:45:00
2020-09-09,Manhattan,Marcus Garvey Park,Community Based Event,Nature,5.0,General Public,Summer 2020,19:00:00
2020-09-09,Staten Island,Ocean Breeze Park,Open House,Family Festival,25.0,General Public,Summer 2020,12:30:00
2020-09-09,Staten Island,Ocean Breeze Park,Open House,Fitness,15.0,General Public,Summer 2020,12:30:00
2020-09-09,Staten Island,Ocean Breeze Park,Open House,Fitness,12.0,General Public,Summer 2020,13:45:00
2020-09-09,Queens,Hunter's Point South Park,Community Based Event,KIM,130.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-09,Staten Island,De Matti Park,Community Based Event,Fitness,2.0,"Tot, Children, Teens",Summer 2020,16:00:00
2020-09-09,Bronx,St. Mary's Park,Community Based Event,Sport,1.0,Children,Summer 2020,14:00:00
2020-09-09,Bronx,St. James Recreation Center,Community Based Event,Family Festival,25.0,"Tot, Children, Young Adult, Adults, Teens",Summer 2020,14:00:00
2020-09-09,Queens,Hoover - Manton Playgrounds,Community Based Event,KIM,40.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-09,Manhattan,Central Park,Community Based Event,Nature,17.0,General Public,Summer 2020,13:30:00
2020-09-10,Queens,Corona Golf Playground,Community Based Event,KIM,0.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-10,Brooklyn,Marine Park,Community Based Event,Nature,4.0,General Public,Summer 2020,13:15:00
2020-09-10,Queens,Corona Golf Playground,Community Based Event,KIM,0.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-10,Bronx,Williamsbridge Oval Park,Community Based Event,Sport,0.0,Seniors,Summer 2020,14:00:00
2020-09-10,Bronx,Williamsbridge Oval Park,Community Based Event,Sport,0.0,Children,Summer 2020,19:30:00
2020-09-10,Staten Island,Ocean Breeze Park,Open House,Family Festival,10.0,General Public,Summer 2020,08:30:00
2020-09-10,Queens,Corona Golf Playground,Community Based Event,KIM,0.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-10,Staten Island,Ocean Breeze Park,Open House,Family Festival,10.0,General Public,Summer 2020,12:30:00
2020-09-10,Staten Island,Allison Pond Park,Community Based Event,Nature,0.0,General Public,Summer 2020,18:00:00
2020-09-10,Queens,Baisley Pond Park,Community Based Event,Nature,3.0,General Public,Summer 2020,17:50:00
2020-09-10,Queens,Beach 17th Street,Community Based Event,Fitness,23.0,"Adults, Teens, Young Adult, General Public",Summer 2020,15:00:00
2020-09-10,Manhattan,Carmansville Park,Community Based Event,KIM,0.0,Children;#Tot;#Teens,Summer 2020,10:30:00
2020-09-10,Staten Island,Allison Pond Park,Community Based Event,Nature,0.0,General Public,Summer 2020,14:00:00
2020-09-10,Bronx,Poe Park,Community Based Event,Arts/Culture,0.0,Tot;#Children;#Teens,Summer 2020,11:00:00
2020-09-10,Manhattan,Inwood Hill Park,Community Based Event,Nature,29.0,General Public,Summer 2020,14:00:00
2020-09-10,Staten Island,Clove Lakes Park,Community Based Event,Nature,6.0,General Public,Summer 2020,14:50:00
2020-09-10,Queens,Baisley Pond Park,Community Based Event,Nature,3.0,General Public,Summer 2020,13:50:00
2020-09-10,Brooklyn,Marine Park,Community Based Event,Nature,4.0,General Public,Summer 2020,17:15:00
2020-09-10,Manhattan,Carmansville Park,Community Based Event,KIM,0.0,"Children, Tot, Teens",Summer 2020,14:30:00
2020-09-10,Bronx,Williamsbridge Oval Park,Community Based Event,Sport,0.0,Seniors,Summer 2020,10:00:00
2020-09-10,Bronx,Poe Park,Community Based Event,Arts/Culture,0.0,"Tot, Children, Teens",Summer 2020,15:00:00
2020-09-10,Bronx,Williamsbridge Oval Park,Community Based Event,Sport,0.0,Children,Summer 2020,15:30:00
2020-09-10,Staten Island,Clove Lakes Park,Community Based Event,Nature,6.0,General Public,Summer 2020,18:50:00
2020-09-10,Queens,Beach 17th Street,Community Based Event,Fitness,23.0,Adults;#Teens;#Young Adult;#General Public,Summer 2020,11:00:00
2020-09-10,Manhattan,Inwood Hill Park,Community Based Event,Nature,29.0,General Public,Summer 2020,18:00:00
2020-09-10,Bronx,St. James Recreation Center,Open House,Fitness,7.0,"Young Adult, Adults, Seniors",Summer 2020,12:45:00
2020-09-10,Bronx,St. James Recreation Center,Open House,Fitness,7.0,Young Adult;#Adults;#Seniors,Summer 2020,08:45:00
2020-09-10,Bronx,St. James Recreation Center,Community Based Event,Fitness,13.0,"Young Adult, Adults, Seniors",Summer 2020,11:00:00
2020-09-10,Bronx,St. James Recreation Center,Community Based Event,Fitness,13.0,Young Adult;#Adults;#Seniors,Summer 2020,07:00:00
2020-09-10,Queens,Corona Golf Playground,Community Based Event,KIM,0.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-11,Bronx,Williamsbridge Oval Park,Community Based Event,Fitness,3.0,Seniors,Summer 2020,13:00:00
2020-09-11,Brooklyn,Bush Terminal Park,Community Based Event,Arts/Culture,4.0,General Public,Summer 2020,18:00:00
2020-09-11,Bronx,Poe Park,Community Based Event,Arts/Culture,4.0,Tot;#Children;#Teens,Summer 2020,00:00:00
2020-09-11,Bronx,Williamsbridge Oval Park,Local Event,Arts/Culture,0.0,Seniors,Summer 2020,11:00:00
2020-09-11,Queens,Forest Park,Community Based Event,Nature,9.0,General Public,Summer 2020,18:00:00
2020-09-11,Queens,Beach 17th Street,Community Based Event,Fitness,17.0,Young Adult;#Adults;#General Public,Summer 2020,11:00:00
2020-09-11,Bronx,Poe Park,Community Based Event,Arts/Culture,4.0,"Tot, Children, Teens",Summer 2020,04:00:00
2020-09-11,Staten Island,Clove Lakes Park,Community Based Event,Nature,3.0,General Public,Summer 2020,14:00:00
2020-09-11,Brooklyn,Bush Terminal Park,Community Based Event,Arts/Culture,4.0,General Public,Summer 2020,14:00:00
2020-09-11,Bronx,Pelham Bay Park,Agency Produced Event,Nature,12.0,Tot;#Children,Summer 2020,14:00:00
2020-09-11,Queens,Corona Golf Playground,Community Based Event,KIM,21.0,"Tot, Children, General Public",Summer 2020,15:00:00
2020-09-11,Queens,Forest Park,Community Based Event,Nature,9.0,General Public,Summer 2020,14:00:00
2020-09-11,Queens,Astoria Heights Park,Community Based Event,KIM,76.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-11,Queens,Corona Golf Playground,Community Based Event,KIM,21.0,Tot;#Children;#General Public,Summer 2020,11:00:00
2020-09-11,Queens,Elmhurst Park,Community Based Event,Nature,8.0,General Public,Summer 2020,11:10:00
2020-09-11,Staten Island,Ocean Breeze Park,Open House,Family Festival,19.0,General Public,Summer 2020,08:30:00
2020-09-11,Staten Island,Ocean Breeze Park,Open House,Family Festival,19.0,General Public,Summer 2020,12:30:00
2020-09-11,Queens,Elmhurst Park,Community Based Event,Nature,8.0,General Public,Summer 2020,15:10:00
2020-09-11,Bronx,Pelham Bay Park,Agency Produced Event,Nature,12.0,"Tot, Children",Summer 2020,18:00:00
2020-09-11,Bronx,Virtual Poe,Agency Produced Event,Arts/Culture,9.0,"Young Adult, Adults",Summer 2020,15:00:00
2020-09-11,Staten Island,Clove Lakes Park,Community Based Event,Nature,3.0,General Public,Summer 2020,18:00:00
2020-09-11,Queens,Beach 17th Street,Community Based Event,Fitness,17.0,"Young Adult, Adults, General Public",Summer 2020,15:00:00
2020-09-11,Bronx,Williamsbridge Oval Park,Local Event,Arts/Culture,0.0,Seniors,Summer 2020,15:00:00
2020-09-11,Bronx,St. James Recreation Center,Open House,Fitness,7.0,"Young Adult, Adults, Seniors",Summer 2020,11:30:00
2020-09-11,Bronx,Williamsbridge Oval Park,Community Based Event,Fitness,3.0,Seniors,Summer 2020,09:00:00
2020-09-11,Bronx,St. James Recreation Center,Open House,Fitness,7.0,Young Adult;#Adults;#Seniors,Summer 2020,07:30:00
2020-09-11,Bronx,Virtual Poe,Agency Produced Event,Arts/Culture,9.0,Young Adult;#Adults,Summer 2020,11:00:00
2020-09-11,Queens,Astoria Heights Park,Community Based Event,KIM,76.0,"Tot, Children, General Public",Summer 2020,15:00:00
