unit,group_name_partner,date_and_time,borough,locationtype,location,event_name,event_type,category,attendance,audience,source,classification
,,2024-09-03T20:00:00.000,Queens,Playground,Colden Playground,MUTS: CADWALLADER COLDEN PLAYGROUND,,Mobile Unit,200.0,,Xplor,M.U.T.S
,,2024-11-20T13:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Talent Showcase (Adaptive),,Arts/Culture,70.0,,Xplor,Music
,,2024-10-25T18:00:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Annual Haunted House,,Arts/Culture,1171.0,,Xplor,Arts & Culture
,,2022-11-12T16:00:00.000,Queens,Recreation Center,Sorrentino Recreation Center,Saturday Night Lights Sorrentino,,Saturday Night Lights,37.0,,Xplor,
,,2024-10-29T12:00:00.000,Bronx,Park,Arsenal Central Park,Fall Festival Soundview,,Family Festival,250.0,,Xplor,Arts & Culture
,,2023-04-26T10:00:00.000,Manhattan,Recreation Center,Asser Levy Recreation Center,S.T.E.A.M for Tots,,Arts/Culture,32.0,,Xplor,Arts & Culture
,None,2024-07-13T16:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,SNL,,Saturday Night Lights,43.0,,Xplor,
,NYCT Grant,2024-08-17T20:30:00.000,Bronx,Park,St. Mary's Park,MUTS: Elemental,,Mobile Unit,0.0,,Xplor,M.U.T.S
,,2023-07-08T11:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,National Park and Recreation Month,,Arts/Culture,14.0,,Xplor,Awards
,,2023-08-19T20:00:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Saturday Night Lights (Roy Wiklins),,Saturday Night Lights,35.0,,Xplor,
,,2024-07-27T20:30:00.000,Brooklyn,Park,Kaiser Park,MUTS: Wish,,Mobile Unit,125.0,,Xplor,Fitness
,,2022-10-06T18:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,afterschool Drop in,,Academics/Out of School Time,6.0,,Xplor,Various Sports
,,2023-06-21T21:00:00.000,Queens,Park,Bowne Park,Summer Solstice,,Family Festival,250.0,,Xplor,Music
,,2024-11-09T16:00:00.000,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Saturday Night Lights,,Saturday Night Lights,30.0,,Xplor,
,Counsel Member Burgos,2024-07-06T20:30:00.000,Bronx,Park,Soundview Park,MUTS: Barbie,,Mobile Unit,25.0,,Xplor,M.U.T.S
,,2024-02-21T17:30:00.000,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Black History Paint Night with Trivia,,Arts/Culture,27.0,,Xplor,Arts & Culture
,,2023-05-19T17:00:00.000,Manhattan,Recreation Center,Thomas Jefferson Recreation Center,ASL: Nature painting,,Arts/Culture,22.0,,Xplor,Arts & Culture
,CM J. Brannan,2024-07-27T20:30:00.000,Brooklyn,Park,Kaiser Park,Movies Under the Stars: Wish,,Mobile Unit,125.0,,Xplor,M.U.T.S
,,2024-05-18T10:30:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,Aquatics Spectator,,Sport,25.0,,Xplor,Aquatics
,,2023-08-03T10:00:00.000,Queens,Park,William F Moore Park,Low Impact Fitness,,Mobile Unit,26.0,,Xplor,Fitness
,,2023-06-18T16:00:00.000,Queens,Playground,Judge Moses Weinstein Playground,Family Day,,Family Festival,350.0,,Xplor,Music
,DYCD,2024-11-09T19:39:00.000,Staten Island,Recreation Center,Faber Park Recreation Center,Saturday Night Lights,,Saturday Night Lights,17.0,,Xplor,
,,2023-09-30T19:44:00.000,Manhattan,Recreation Center,Chelsea Recreation Center,Saturday Night Lights,,Saturday Night Lights,48.0,,Xplor,
,,2022-08-03T20:30:00.000,Manhattan,Playground,Marx Brother's Playground,Movies Under the Stars: Venom: Let There Be Carnage,,Mobile Unit,175.0,,Xplor,M.U.T.S
,,2023-06-02T17:00:00.000,Queens,Park,Springfield Park,Mobile Unit: Pop Up,,Mobile Unit,70.0,,Xplor,Play
,,2023-06-03T12:00:00.000,Manhattan,Recreation Center,Constance Baker Motley Recreation Center,Paper Mache Magic: Beginner Workshops,,Arts/Culture,15.0,,Xplor,Arts & Culture
,,2023-11-16T10:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Guardian & Me Toddler Program,,Fitness,35.0,,Xplor,Various Sports
,Ana Torres,2022-06-10T17:00:00.000,Bronx,Park,Williamsbridge Oval Park,Recycled to Art,,Arts/Culture,12.0,,Xplor,Awards
,DYCD,2024-05-04T22:40:00.000,Brooklyn,,McCarren Play Center,SNL,,Saturday Night Lights,36.0,,Xplor,
,,2022-11-12T16:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Saturday Night Lights,,Saturday Night Lights,79.0,,Xplor,
,N/A,2024-05-30T12:27:00.000,Manhattan,Playground,Samuel Seabury Playground,Movies Under the Stars,,Mobile Unit,85.0,,Xplor,M.U.T.S
,Assembly Member Joyner,2022-08-12T09:03:00.000,Bronx,Playground,Sedgwick Playground,Movies Under the Stars: Sonic 2,,Mobile Unit,50.0,,Xplor,M.U.T.S
,,2023-06-17T16:00:00.000,Queens,Park,Rainey Park,Family Day,,Family Festival,300.0,,Xplor,Music
,,2022-11-26T16:00:00.000,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Saturday Night Lights,,Saturday Night Lights,3.0,,Xplor,
,Forest Park & Highland Admin,2024-08-30T20:00:00.000,Queens,Park,Highland Park,MUTS: HIGHLAND PARK,,Mobile Unit,75.0,,Xplor,M.U.T.S
,Ana Torres,2022-06-16T11:30:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Program School P.S 280,,Sport,25.0,,Xplor,Volleyball
,Ingrid Tafe,2022-07-26T10:30:00.000,Bronx,Park,Williamsbridge Oval Park,Active Reader,,Academics/Out of School Time,7.0,,Xplor,Lecture/Panel/Talk
,,2023-12-30T22:00:00.000,Brooklyn,,McCarren Play Center,Saturday Night Lights McCarren 12/30/2023,,Saturday Night Lights,62.0,,Xplor,
,,2023-08-12T16:00:00.000,Manhattan,Recreation Center,Hansborough Recreation Center,Hansborough Saturday Nights Lights (SNL),,Saturday Night Lights,4.0,,Xplor,
,,2024-09-07T19:23:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Saturday Night Lights - (Roy Wilkins),,Saturday Night Lights,29.0,,Xplor,
,,2023-10-02T15:00:00.000,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Chinese National Day Celebration,,Arts/Culture,35.0,,Xplor,Lecture/Panel/Talk
,Rockaway Administrator,2022-07-16T20:00:00.000,Queens,,Rockaway Beach and Boardwalk,Movies Under The Stars: Space Jam,,Mobile Unit,180.0,,Xplor,M.U.T.S
,,2023-08-03T12:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Art In The Park,,Arts/Culture,15.0,,Xplor,Lecture/Panel/Talk
,,2024-10-26T16:00:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Saturday Night Lights - Roy Wilkins,,Saturday Night Lights,0.0,,Xplor,
,,2024-03-09T16:00:00.000,Queens,Recreation Center,Sorrentino Recreation Center,Saturday Night Lights - Sorrenitno,,Saturday Night Lights,36.0,,Xplor,
,,2022-08-11T20:30:00.000,Staten Island,Playground,Lieutenant John H. Martinson Playground,Movies Under the Stars: Up,,Mobile Unit,57.0,,Xplor,M.U.T.S
,,2022-11-28T15:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Afterschool Drop in,,Academics/Out of School Time,17.0,,Xplor,Various Sports
,CM Sanchez,2023-06-01T20:30:00.000,Bronx,Playground,Mabel Hampton Playground,MUTS: Black Panther Wakanda Forever,,Mobile Unit,50.0,,Xplor,M.U.T.S
,,2023-10-28T16:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,St. John's Recreation Center Saturday Night Lights,,Saturday Night Lights,56.0,,Xplor,
,CM BRANNAN,2023-06-03T20:30:00.000,Brooklyn,Park,Owl’s Head Park,"MUTS: Lyle, Lyle, Crocodile",,Mobile Unit,64.0,,Xplor,M.U.T.S
,,2022-05-20T20:15:00.000,Brooklyn,Park,Maria Hernandez Park,Movies Under The Stars: Encanto,,Mobile Unit,147.0,,Xplor,M.U.T.S
,None,2024-03-02T16:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,SNL,,Saturday Night Lights,25.0,,Xplor,
,,2023-07-09T08:52:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Sunday Fun Day,,Academics/Out of School Time,14.0,,Xplor,Play
,,2023-07-06T17:00:00.000,Queens,Park,Rufus King Park,Mobile Unit: Pop Up,,Mobile Unit,150.0,,Xplor,Play
,,2023-08-01T11:00:00.000,Bronx,Park,Pelham Bay Park,Playmobile,,Mobile Unit,85.0,,Xplor,Play
,,2023-08-02T17:00:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Splash at the beach at WBO,,Family Festival,257.0,,Xplor,Music
,,2023-11-17T11:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,D.I.Y Craft,,Arts/Culture,0.0,,Xplor,Lecture/Panel/Talk
,,2023-10-18T13:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Adult Game Time,,Arts/Culture,0.0,,Xplor,Lecture/Panel/Talk
,,2024-10-04T19:00:00.000,Manhattan,Recreation Center,Highbridge Recreation Center,Highbridge Pool Deck Series: Blue Beetle,,Mobile Unit,35.0,,Xplor,M.U.T.S
,,2023-02-10T09:10:00.000,Staten Island,,Ocean Breeze Athletic Complex,Fasttrack National Invitational,,Sport,2065.0,,Xplor,Track & Field
,,2024-02-03T16:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Saturday Night Lights,,Saturday Night Lights,43.0,,Xplor,
,,2023-10-10T10:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Guardian & Me Toddler Program,,Fitness,9.0,,Xplor,Various Sports
,DYCD,2024-06-22T19:41:00.000,Staten Island,Recreation Center,Faber Park Recreation Center,Saturday Night Lights,,Saturday Night Lights,5.0,,Xplor,
,,2022-05-27T20:30:00.000,Brooklyn,Park,Prospect Park,Movies Under The Stars: Dog,,Mobile Unit,,,Xplor,M.U.T.S
,,2023-10-11T13:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Adult Game Time,,Arts/Culture,3.0,,Xplor,Lecture/Panel/Talk
,,2022-09-02T19:30:00.000,Queens,Playground,Almeda Playground,Movies Under The Stars: Encanto,,Mobile Unit,70.0,,Xplor,M.U.T.S
,,2023-11-18T19:31:00.000,Manhattan,Recreation Center,Chelsea Recreation Center,Saturday Night Lights,,Saturday Night Lights,62.0,,Xplor,
,,2023-09-26T10:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Guardian & me Toddler Program,,Fitness,0.0,,Xplor,Various Sports
,,2024-07-06T21:00:00.000,Queens,Playground,Hammel Playground,MUTS: HAMMEL PLAYGROUND,,Mobile Unit,20.0,,Xplor,M.U.T.S
,,2024-08-14T10:00:00.000,Bronx,Playground,Allerton Playground,Playmobile: Nidcny Event,,Mobile Unit,56.0,,Xplor,Play
,,2022-09-09T20:30:00.000,Manhattan,Playground,Henry M. Jackson Playground,Movies Under the Stars: Shang-Chi and the Legend of the Ten Rings,,Mobile Unit,125.0,,Xplor,M.U.T.S
,,2023-09-01T19:00:00.000,Manhattan,Recreation Center,Hamilton Fish Recreation Center,MUTS Series: Tom and Jerry,,Mobile Unit,20.0,,Xplor,M.U.T.S
,,2024-02-10T20:05:00.000,Manhattan,Recreation Center,Chelsea Recreation Center,Saturday Night Lights,,Saturday Night Lights,52.0,,Xplor,
,,2023-07-21T11:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Frame it Friday,,Arts/Culture,55.0,,Xplor,Awards
,,2023-02-18T14:00:00.000,Manhattan,Recreation Center,Pelham Fritz Recreation Center,ACF Jazz Museum Sean Mason,,Performance,107.0,,Xplor,Music
,,2023-04-22T16:00:00.000,Staten Island,Recreation Center,Lyons Recreation Center,SNL,,Saturday Night Lights,8.0,,Xplor,
,,2023-09-07T19:00:00.000,Manhattan,Park,Inwood Hill Park,MUTS: Save the Last Dance,,Mobile Unit,14.0,,Xplor,M.U.T.S
,,2024-01-13T16:00:00.000,Manhattan,Recreation Center,Hansborough Recreation Center,Hansborough Saturday Nights Lights (SNL),,Saturday Night Lights,45.0,,Xplor,
,,2023-10-07T16:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,St. John's Recreation Center Saturday Night Lights,,Saturday Night Lights,77.0,,Xplor,
,CM A. Aviles,2024-05-17T20:00:00.000,Brooklyn,Park,Sunset Park,Movies Under the Stars: Blue Beetle,,Mobile Unit,148.0,,Xplor,M.U.T.S
,,2023-08-26T16:00:00.000,Brooklyn,Recreation Center,Red Hook Recreation Center,Saturday Night Lights,,Saturday Night Lights,17.0,,Xplor,
,,2024-06-06T12:00:00.000,Queens,Park,William F Moore Park,Fitness Mobile,,Mobile Unit,35.0,,Xplor,Fitness
,,2023-07-22T12:00:00.000,Staten Island,Recreation Center,Lyons Recreation Center,Lyons Saturday Night Lights,,Saturday Night Lights,6.0,,Xplor,
,,2024-04-06T16:00:00.000,Queens,Recreation Center,Sorrentino Recreation Center,Saturday Night Lights,,Saturday Night Lights,22.0,,Xplor,
,,2023-01-06T13:00:00.000,Staten Island,,Ocean Breeze Athletic Complex,Wager Invitational,,Sport,1120.0,,Xplor,Track & Field
,,2024-09-06T20:00:00.000,Queens,Park,Highland Park,MUTS: HIGHLAND PARK,,Mobile Unit,100.0,,Xplor,M.U.T.S
,,2024-11-07T10:00:00.000,Manhattan,Recreation Center,Constance Baker Motley Recreation Center,Watercolor Painting Worskhops,,Arts/Culture,25.0,,Xplor,Awards
,Councilmember Sandra Ung,2022-09-30T19:00:00.000,Queens,Park,Kissena Park,Movies Under The Stars: Encanto,,Mobile Unit,110.0,,Xplor,M.U.T.S
,,2022-06-10T20:30:00.000,Manhattan,Playground,Dry Dock Playground,Movies Under the Stars: Clifford the Big Red Dog,,Mobile Unit,125.0,,Xplor,M.U.T.S
,small screen,2023-06-02T21:00:00.000,Staten Island,Playground,Jennifer's Playground,Movies Under the Stars: Sonic 2,,Mobile Unit,53.0,,Xplor,M.U.T.S
,,2024-10-31T15:00:00.000,Brooklyn,,McCarren Play Center,McCarren Haunted House,,Family Festival,319.0,,Xplor,Arts & Culture
,,2024-09-21T16:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Saturday Night Lights,,Saturday Night Lights,64.0,,Xplor,
,,2023-09-06T11:00:00.000,Bronx,,Bronx Borough Office - Ranaqua,Playmobile,,Mobile Unit,367.0,,Xplor,Play
,MSG Sports New York Knicks,2023-05-31T17:30:00.000,Brooklyn,Recreation Center,Red Hook Recreation Center,NYC Parks and New York Knicks Youth Basketball Clinic,,Sport,74.0,,Xplor,Basketball
,,2024-01-21T09:30:00.000,Staten Island,,Ocean Breeze Athletic Complex,Ocean Breeze Youth Freedom Games,,Sport,1800.0,,Xplor,Track & Field
,,2024-07-23T15:00:00.000,Bronx,,Bronx Borough Office - Ranaqua,Playmobile: Tie Dye Day,,Mobile Unit,25.0,,Xplor,Play
,,2022-05-25T20:00:00.000,Manhattan,Park,Sara D. Roosevelt Park,Movies Under the Stars: Belfast,,Mobile Unit,180.0,,Xplor,M.U.T.S
,,2023-03-08T18:00:00.000,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,ASL: Clay workshop,,Arts/Culture,37.0,,Xplor,Arts & Culture
,,2024-08-01T21:00:00.000,Queens,Park,Highland Park,MUTS: HIGHLAND PARK,,Mobile Unit,15.0,,Xplor,M.U.T.S
,N/A,2024-05-25T12:27:00.000,Manhattan,Playground,Fred Samuel Playground,Movies Under the Stars,,Mobile Unit,125.0,,Xplor,M.U.T.S
,"Daniela Rodriguez, Kelsey Pheonix",2023-03-08T16:00:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Women Speaks,,Arts/Culture,40.0,,Xplor,
,,2023-02-24T17:00:00.000,Manhattan,Recreation Center,Asser Levy Recreation Center,Glow in the Dark Paint Night,,Arts/Culture,50.0,,Xplor,Arts & Culture
,,2023-05-27T16:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,St. John's Recreation Center Saturday Night Lights,,Saturday Night Lights,70.0,,Xplor,
,,2024-07-25T08:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,Totasl Body Fitness - Shape Up,,Fitness,23.0,,Xplor,Various Sports
,,2022-09-17T18:00:00.000,Brooklyn,Recreation Center,Brownsville Recreation Center,Saturday Night Lights,,Saturday Night Lights,51.0,,Xplor,
,,2024-05-25T16:00:00.000,Brooklyn,Recreation Center,Brownsville Recreation Center,"BRC Saturday Night Lights May 26, 2024",,Saturday Night Lights,62.0,,Xplor,
,,2023-02-08T10:00:00.000,Bronx,Park,Williamsbridge Oval Park,Zumba with GiGi,,Fitness,12.0,,Xplor,Dance
,,2023-07-22T16:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,Saturday Night Lights,,Saturday Night Lights,70.0,,Xplor,
,,2023-08-04T20:30:00.000,Bronx,Playground,Matthews Muliner Playground,MUTS: Happy Feet,,Mobile Unit,50.0,,Xplor,M.U.T.S
,,2022-06-17T19:30:00.000,Bronx,Park,Haffen Park,Skate Night,,Family Festival,40.0,,Xplor,Music
,CM Dinowitz,2023-05-07T20:30:00.000,Bronx,Park,Vinmont Veteran Park,MUTS: Jumangi: Next Level,,Mobile Unit,0.0,,Xplor,M.U.T.S
,,2024-04-13T16:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Saturday Night Lights,,Saturday Night Lights,44.0,,Xplor,
,,2024-06-29T20:30:00.000,Staten Island,Park,Westerleigh Park,Movies Under the Stars: Camp Rock,,Mobile Unit,43.0,,Xplor,M.U.T.S
,,2024-06-22T10:00:00.000,Manhattan,Recreation Center,Constance Baker Motley Recreation Center,Shae up NYC Silent Disco,,Arts/Culture,27.0,,Xplor,Music
,,2024-07-19T18:00:00.000,Queens,,Queens Borough Office -Passerelle Building,Play Mobile: Lawrence Virgilio,,Mobile Unit,15.0,,Xplor,Play
,,2023-06-24T10:44:00.000,Manhattan,Recreation Center,Chelsea Recreation Center,Saturday Night Lights,,Saturday Night Lights,56.0,,Xplor,
,,2023-08-17T20:00:00.000,Bronx,Park,Pelham Bay Park,MUTS: Elvis,,Mobile Unit,150.0,,Xplor,M.U.T.S
,,2024-03-23T16:00:00.000,Brooklyn,Recreation Center,Brownsville Recreation Center,Saturday Night Lights,,Saturday Night Lights,18.0,,Xplor,
,,2023-11-11T13:00:00.000,Bronx,Park,Poe Park Visitor Center,Abstract Remixed,,Arts/Culture,4.0,,Xplor,Awards
,DYCD,2024-11-23T16:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,Saturday Night Lights,,Saturday Night Lights,78.0,,Xplor,
,,2023-09-29T17:00:00.000,Queens,Playground,Reiff Playground,Mobile Unit: Pop Up,,Mobile Unit,0.0,,Xplor,Play
,,2023-07-11T18:00:00.000,Queens,Playground,L/CPL Thomas P. Noonan Jr. Playground,Mobile Unit: Pop Up,,Mobile Unit,215.0,,Xplor,Play
,,2023-05-18T15:00:00.000,Queens,Park,Park of the Americas,Fitness Mobile: Afterschool Fitness,,Mobile Unit,10.0,,Xplor,Fitness
,CM Holden,2022-06-10T20:30:00.000,Queens,Park,Juniper Valley Park,Movies Under The Stars: Clifford The Big Red Dog,,Mobile Unit,425.0,,Xplor,M.U.T.S
,,2022-08-05T20:30:00.000,Manhattan,Park,Hamilton Fish Park,Movies Under the Stars: Ghostbusters: Afterlife,,Mobile Unit,95.0,,Xplor,M.U.T.S
,,2024-07-31T21:00:00.000,Staten Island,Park,Westerleigh Park,Movies Under the Stars: Ghostbusters Frozen Empire,,Mobile Unit,136.0,,Xplor,M.U.T.S
,DYCD,2024-05-25T20:01:00.000,Staten Island,Recreation Center,Faber Park Recreation Center,Saturday Night Lights,,Saturday Night Lights,6.0,,Xplor,
,,2022-12-31T16:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Hunts Point SNL,,Saturday Night Lights,9.0,,Xplor,
,,2023-06-01T17:00:00.000,Queens,Park,Flushing Meadows Corona Park,Mobile Unit: Pop Up,,Mobile Unit,5.0,,Xplor,Play
,,2023-05-06T16:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,Saturday Night Lights,,Saturday Night Lights,120.0,,Xplor,
,Council Member Rafael Salamanca,2024-06-20T20:30:00.000,Bronx,Park,Vidalia Park,MUTS: Elemental,,Mobile Unit,120.0,,Xplor,M.U.T.S
,,2024-08-15T12:00:00.000,Manhattan,,Manhattan Borough Office -Arsenal West,Playmobile Detail,,Mobile Unit,125.0,,Xplor,Play
,Tottenville High School,2022-11-10T10:30:00.000,Staten Island,Recreation Center,Faber Park Recreation Center,"Faber It""s my park day",,Nature,22.0,,Xplor,Fitness
,,2022-11-18T15:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Afterschool Drop in,,Academics/Out of School Time,10.0,,Xplor,Various Sports
,,2022-10-15T16:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,SATURDAY NIGHT LIGHTS @ ST. JOHNS,,Saturday Night Lights,86.0,,Xplor,
,,2023-07-21T18:00:00.000,Manhattan,Recreation Center,Hansborough Recreation Center,Movies Under the Stars Series: Creed III,,Mobile Unit,31.0,,Xplor,M.U.T.S
,,2024-07-05T14:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,Aquatics Spectator,,Sport,9.0,,Xplor,Aquatics
,,2023-08-30T20:00:00.000,Brooklyn,Playground,Colonel David Marcus Playground,MUTS - Shazam Fury Of The Gods,,Mobile Unit,140.0,,Xplor,M.U.T.S
,,2023-04-29T16:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,Saturday Night Lights,,Saturday Night Lights,89.0,,Xplor,
,,2023-07-12T11:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,National Park and Recreation Month,,Fitness,10.0,,Xplor,Various Sports
,,2023-02-11T16:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Saturday Night Lights,,Saturday Night Lights,58.0,,Xplor,
,None,2023-07-01T16:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,SNL,,Saturday Night Lights,34.0,,Xplor,
,,2022-09-26T19:00:00.000,Brooklyn,Park,Maria Hernandez Park,Movies Under the Stars: Vivo,,Mobile Unit,191.0,,Xplor,M.U.T.S
,,2023-07-22T08:48:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Staff Saturday,,Arts/Culture,0.0,,Xplor,Lecture/Panel/Talk
,CM Sanchez,2022-08-13T09:04:00.000,Bronx,Park,St. James Park,Movies Under the Stars: Sing 2,,Mobile Unit,100.0,,Xplor,M.U.T.S
,,2024-08-17T16:00:00.000,Manhattan,Recreation Center,Highbridge Recreation Center,Saturday Night Lights,,Saturday Night Lights,10.0,,Xplor,
,,2023-10-14T10:00:00.000,Bronx,Recreation Center,Kwame Ture Recreation Center,Saturday Night Lights,,Saturday Night Lights,57.0,,Xplor,Basketball
,,2023-08-08T12:00:00.000,Manhattan,Park,Central Park,Harmony Picnic,,Mobile Unit,5000.0,,Xplor,Play
,,2024-07-28T20:30:00.000,Brooklyn,Playground,Seth Low Playground/ Bealin Square,MUTS: Barbie,,Mobile Unit,150.0,,Xplor,M.U.T.S
,,2022-07-27T20:30:00.000,Manhattan,Playground,Samuel N. Bennerson 2nd Playground,Movies Under the Stars: Brave,,Mobile Unit,190.0,,Xplor,M.U.T.S
,,2024-02-21T19:00:00.000,Brooklyn,Recreation Center,St. John's Recreation Center,Jr. Knicks Basketball 17U Boys,,Sport,34.0,,Xplor,Basketball
,PBA,2023-06-21T20:30:00.000,Bronx,Park,Pelham Bay Park,MUTS: Minions Rise of the Gru,,Mobile Unit,100.0,,Xplor,M.U.T.S
